vector_id, input_vector                                                , PO_388, PO_389, PO_390, PO_391, PO_418, PO_419, PO_420, PO_421, PO_422, PO_423, PO_446, PO_447, PO_448, PO_449, PO_450, PO_767, PO_768, PO_850, PO_863, PO_864, PO_865, PO_866, PO_874, PO_878, PO_879, PO_880
      394, 111001010110000100000100111001111010101111111110100110010010,      1,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      1,      1,      1,      1
      395, 110100000100101110100110010000101000011011110011011000111011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      0,      1,      1,      0,      1,      1,      1,      1
      396, 011100000101110011110101000001001101001100101000011010000000,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      0,      0,      0,      1,      1,      1
      397, 001001000110100001011100110000010111110100001000110110001010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      0,      1,      1,      1,      0,      1,      0,      0,      1
      398, 111001111011100101100101100011110011011000110100111110111110,      1,      0,      1,      1,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      0,      1,      0,      1,      1
      399, 010100101011100011101001100100011011110000000001001011001100,      0,      0,      0,      1,      0,      1,      1,      0,      1,      0,      1,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      0,      1,      0,      0,      0
      400, 000100010001000101101110110110111111101101111011011111010101,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      401, 101101111000111101001011011010110100111000101000110101110000,      1,      0,      1,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      0,      1,      1
      402, 101101000110001010001100110000001010110110110100110011110110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      1,      0,      0,      1
      403, 001001111101010100110011100011110110010101100010010001011011,      1,      0,      1,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      0,      0,      1,      1,      0,      1,      0,      1,      1,      1,      1
      404, 010011000010011010001011100000010111111000110110001011000011,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      1,      1,      1,      0
      405, 001010010110100010001000001011011100101101110100111000001010,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      1,      1
      406, 011001111000100111110001000001000100011001000000100000101010,      1,      1,      1,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      1,      0,      0,      1,      1,      0,      0,      0,      0
      407, 001010111110000100100101010110100010100011111110111100111001,      0,      0,      0,      0,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      0,      1,      0,      0,      1,      1,      1,      1,      1,      1,      1,      1
      408, 101010110011100111010011000011011110110001001101001010011011,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      0,      1,      0,      1,      0
      409, 101111110010001010100100001011010010100010001100000110111111,      0,      1,      1,      0,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      0,      1,      0,      0
      410, 101000100111110001010110010001111010111010000100000101110001,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      1,      0,      0,      1,      0,      0,      0,      1,      0,      0
      411, 001000111001001011110110001100011011001011100001001011100110,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      0,      1,      1,      1,      1,      1,      0,      0,      1,      1,      1
      412, 011000011101111010001101011000010110100101001000100010001110,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      0,      0,      0,      1,      0,      0,      1,      0,      0,      1,      0
      413, 001110110001010111100101110101110001011011000100001111000001,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      1,      0,      1,      1,      1,      0,      0,      0,      1,      1,      0
      414, 111100100101000001010101100110010010110111011101001011011010,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      1,      1,      1,      0
      415, 101110011110101110110000110101111111110101010011000011011111,      0,      0,      0,      0,      0,      0,      0,      1,      1,      0,      1,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      0,      1,      0,      1,      1
      416, 110101001111001011101101110111001010101101001001110110101010,      0,      0,      0,      1,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1
      417, 101100000011100011011111001110001011101110000000111010100111,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      1,      0,      0,      0,      1,      1,      0,      1,      1,      1,      1,      0,      0,      1,      1,      0
      418, 111101010111011111110110101110011111101001111011101001100000,      1,      0,      0,      1,      1,      1,      0,      1,      1,      1,      1,      0,      1,      1,      1,      0,      0,      1,      1,      0,      1,      1,      1,      1,      0,      1
      419, 010111100111011101000110001100000111001100010111101111101101,      0,      0,      0,      0,      0,      1,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      1,      1,      1
      420, 111100101111001000000111011101000101000110111100011101111000,      0,      0,      0,      0,      1,      1,      1,      1,      1,      0,      1,      0,      0,      1,      0,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1,      1
